region,cases,deaths,recovered
USA,102048475,1114931,99042381
India,44677594,530681,44142432
France,39025730,160874,37755178
Germany,37136414,160424,36375300
Brazil,36037035,692407,34690928
S. Korea,28466390,31611,27276541
Japan,27765782,54365,20966838
Italy,24884034,183138,24215242
UK,24089042,198271,23809380
Russia,21743302,393220,21140943
Turkey,17042722,101492,N/A
Spain,13651239,116658,13444388
Vietnam,11523780,43182,10610573
Australia,10986958,16756,10546102
Argentina,9829236,130080,9597167
Taiwan,8644555,14999,8328107
Netherlands,8559116,22952,8512927
Iran,7560629,144672,7335808
Mexico,7196485,330834,6440014
Indonesia,6713879,160488,6530276
Poland,6364049,118452,5335940
Colombia,6330409,141996,6150571
Austria,5668157,21348,5595751
Portugal,5551364,25643,5514146
Greece,5548487,34779,5451091
Ukraine,5350380,110696,5231275
Malaysia,5020384,36821,4968709
Chile,4992125,62913,4920410
DPRK,4772813,74,4772739
Israel,4751647,11981,4727120
Thailand,4718908,33505,4649509
Belgium,4664481,33211,4596341
Czechia,4576016,42054,4524808
Canada,4457366,48645,4348539
Peru,4424906,217941,4127036
Switzerland,4365574,14364,4280954
Philippines,4059369,65172,3977297
South Africa,4046986,102568,3912506
Romania,3305048,67341,3231397
Denmark,3161252,7691,3145018
Sweden,2665176,21595,2604246
Iraq,2465107,25373,2439079
Serbia,2437237,17479,2407598
Hong Kong,2421943,11327,1993532
Singapore,2192690,1710,2117706
Hungary,2181419,48439,2118911
New Zealand,2062384,3435,2017409
Bangladesh,2036967,29438,1986947
Slovakia,1858400,20794,1836061
Georgia,1808085,16895,1776548
Jordan,1746997,14122,1731007
Ireland,1684717,8270,1670820
Pakistan,1575637,30635,1538689
Norway,1473207,4571,1465207
Finland,1438205,7933,1395890
Kazakhstan,1400950,13694,1383020
Slovenia,1296066,6980,1264413
Bulgaria,1290820,38084,1248786
Lithuania,1284178,9459,1266714
Morocco,1271017,16294,1253979
Croatia,1260837,17492,1240420
Lebanon,1221791,10743,1087587
Guatemala,1190610,19987,1143291
Costa Rica,1156497,9059,860711
Tunisia,1147477,29279,N/A
Bolivia,1137843,22274,1086884
Cuba,1111732,8530,1103045
UAE,1046418,2348,1028265
Ecuador,1024914,35940,982239
Panama,1020961,8554,1005646
Mongolia,1007232,2179,991731
Uruguay,1002988,7552,990837
Nepal,1000962,12019,988928
Belarus,994037,7118,985592
Latvia,972195,6140,950319
Saudi Arabia,826711,9503,814242
Azerbaijan,825737,10002,815141
Paraguay,781111,19655,N/A
Bahrain,698028,1539,695959
Sri Lanka,671831,16814,654980
Kuwait,662747,2570,660095
Dominican Republic,650990,4384,644785
Myanmar,633585,19489,608182
Cyprus,625562,1250,612987
Palestine,620816,5404,614962
Estonia,611210,2837,524990
Moldova,596193,11929,504142
Venezuela,549548,5830,542175
Egypt,515645,24613,442182
Libya,507121,6437,500655
Ethiopia,496535,7572,476416
Qatar,487321,685,485452
Réunion,480501,907,418572
Honduras,463685,11063,N/A
Armenia,445881,8712,435060
Bosnia and Herzegovina,400867,16221,378636
Oman,399119,4260,384669
North Macedonia,345402,9608,335590
Kenya,342418,5688,336419
Zambia,333746,4019,329690
Albania,333708,3594,328487
Botswana,327511,2794,323747
Luxembourg,297757,1133,288991
Montenegro,284437,2790,281375
Algeria,271186,6881,182624
Nigeria,266381,3155,259759
Brunei,261440,225,243601
Zimbabwe,259981,5637,253677
Uzbekistan,249045,1637,241486
Mozambique,230918,2229,228566
Martinique,224826,1076,N/A
Laos,217586,758,N/A
Iceland,207974,229,N/A
Afghanistan,207239,7845,184943
Kyrgyzstan,206557,2991,196406
El Salvador,201785,4230,179410
Guadeloupe,198608,997,N/A
Trinidad and Tobago,185882,4277,181419
Maldives,185666,311,163687
Ghana,171038,1461,169573
Namibia,170181,4080,165940
Uganda,169810,3630,100431
Jamaica,152758,3461,101951
Cambodia,138467,3056,135296
Rwanda,132920,1467,131112
Cameroon,123993,1965,118616
Malta,116196,812,114725
Angola,104973,1928,102538
Barbados,104944,568,102435
Channel Islands,98226,210,96602
French Guiana,97526,412,11254
DRC,94970,1461,83974
Senegal,88896,1968,86906
Malawi,88220,2685,85065
Ivory Coast,87916,830,87073
Suriname,81581,1393,N/A
New Caledonia,79026,314,77483
French Polynesia,77875,649,N/A
Eswatini,73992,1422,72513
Guyana,71963,1286,70431
Belize,69675,688,68755
Fiji,68451,878,66524
Madagascar,67684,1415,66069
Sudan,63686,4994,58153
Mauritania,63425,997,62423
Cabo Verde,63181,412,62686
Bhutan,62524,21,61564
Syria,57423,3163,54260
Burundi,51018,38,50638
Seychelles,50355,172,50026
Gabon,48973,306,48617
Andorra,47686,165,47188
Papua New Guinea,46663,669,43982
Curaçao,45986,295,44720
Aruba,43752,236,42438
Tanzania,42111,845,N/A
Mayotte,41921,187,N/A
Mauritius,41363,1037,39612
Togo,39339,290,39045
Guinea,38191,465,37265
Isle of Man,38008,116,N/A
Bahamas,37491,833,36366
Faeroe Islands,34658,28,N/A
Lesotho,34490,706,25980
Haiti,33876,860,32934
Mali,32767,743,31947
Cayman Islands,31472,37,8553
Saint Lucia,29550,404,29095
Benin,27982,163,27817
Somalia,27300,1361,13182
Congo,25375,386,24006
Solomon Islands,24575,153,N/A
Timor-Leste,23386,138,23102
San Marino,22813,120,22490
Micronesia,22203,55,N/A
Burkina Faso,22006,395,21596
Liechtenstein,21223,88,21057
Gibraltar,20252,110,16579
Grenada,19613,237,19358
Bermuda,18557,152,18380
Nicaragua,18491,225,4225
South Sudan,18368,138,18115
Tajikistan,17786,125,17264
Equatorial Guinea,17186,183,16880
