region,cases,deaths,recovered
USA,47834810,782933,37846305
India,34426036,463245,33826483
Brazil,21940950,610935,21138584
UK,9487302,142678,7758625
Russia,8992595,252926,7720962
Turkey,8363959,73127,7843155
France,7260503,118121,7002742
Iran,6027269,127918,5670656
Argentina,5304059,116222,5169697
Spain,5047156,87673,4889801
Colombia,5026822,127721,4868397
Germany,4974112,98050,4450200
Italy,4843957,132686,4600612
Indonesia,4250157,143628,4097224
Mexico,3841661,290872,3202777
Ukraine,3179577,75607,2594679
Poland,3175769,78555,2774179
South Africa,2925371,89469,2819307
Philippines,2813115,45035,2738975
Malaysia,2535338,29576,2441485
Netherlands,2269235,18695,2014310
Peru,2212514,200573,N/A
Iraq,2067797,23471,2022308
Thailand,2011331,19987,1895929
Czechia,1866969,31355,1704732
Canada,1745349,29309,1691535
Romania,1735277,52513,1556403
Japan,1724938,18323,1704821
Chile,1721025,37936,1626789
Bangladesh,1572127,27912,1536111
Belgium,1484712,26321,1242741
Israel,1336587,8140,1321957
Pakistan,1279142,28584,1227228
Serbia,1204902,10722,1087614
Sweden,1182471,15051,1146208
Portugal,1104189,18234,1049731
Vietnam,1009879,22930,856211
Cuba,958097,8279,947716
Kazakhstan,955366,12402,912611
Morocco,948025,14737,929775
Hungary,939784,31867,818336
Austria,934948,11641,824590
Switzerland,909034,11339,841810
Jordan,888435,11197,848599
Greece,821900,16616,725610
Nepal,816415,11469,797448
Georgia,775826,10816,708820
UAE,740801,2142,735362
Tunisia,715571,25306,689314
Bulgaria,653209,26125,513891
Lebanon,650655,8571,623071
Belarus,623628,4820,602070
Guatemala,609136,15675,590601
Costa Rica,564159,7197,524560
Azerbaijan,556430,7397,518105
Saudi Arabia,549148,8810,538160
Sri Lanka,548784,13950,523122
Slovakia,547052,13446,461149
Croatia,528286,9774,478666
Bolivia,522530,19004,481648
Ecuador,519560,32989,443880
Myanmar,511717,18899,482877
Ireland,490001,5566,403966
Panama,474231,7341,465225
Paraguay,461865,16334,444835
Lithuania,439373,6271,394809
Palestine,426523,4479,418676
Venezuela,417998,5010,403896
Denmark,417151,2753,382477
Kuwait,412960,2462,410208
Uruguay,396175,6099,388055
Dominican Republic,393383,4165,385107
S. Korea,393042,3083,359553
Honduras,376841,10350,117817
Mongolia,372187,1869,313256
Slovenia,372109,4899,326310
Ethiopia,368346,6601,344113
Libya,364076,5275,314829
Moldova,351940,8391,331024
Egypt,342097,19366,286348
Armenia,326830,6937,289900
Oman,304410,4113,299810
Bahrain,277184,1393,275525
Bosnia and Herzegovina,263587,11962,192218
Kenya,254215,5316,247574
Qatar,240828,611,238575
Latvia,238153,3683,208532
Singapore,233176,562,207983
Norway,226064,950,88952
Nigeria,213076,2949,205483
Estonia,210542,1662,181537
Zambia,209963,3664,206142
North Macedonia,208467,7307,192745
Algeria,207764,5971,142566
Botswana,193701,2411,190577
Albania,192013,2983,180687
Uzbekistan,189186,1351,185301
Australia,188509,1877,165270
Kyrgyzstan,182197,2699,176615
Finland,167119,1216,46000
Afghanistan,156487,7292,129049
Mozambique,151414,1934,149350
Montenegro,151272,2194,143484
Zimbabwe,133329,4694,128231
Ghana,130649,1206,128331
Namibia,129038,3564,125299
Uganda,126833,3236,96978
Cyprus,124225,577,90755
Cambodia,119421,2856,115797
El Salvador,117544,3715,100099
Cameroon,106190,1770,102716
Rwanda,100082,1336,45518
Jamaica,90005,2311,60120
Maldives,89529,247,87099
Luxembourg,84248,855,80572
Senegal,73948,1881,72056
Angola,64875,1726,61510
Malawi,61841,2302,58574
Trinidad and Tobago,61519,1828,53092
Ivory Coast,61486,700,60260
DRC,57729,1099,50930
Réunion,55865,376,54058
Guadeloupe,54920,745,2250
Fiji,52397,679,50316
Laos,52175,94,6558
Suriname,49950,1133,29519
Eswatini,46466,1245,45203
Syria,45820,2650,27398
French Guiana,45366,322,11254
Martinique,43881,700,104
Madagascar,43672,964,41322
Sudan,40238,3099,32905
French Polynesia,40178,636,33500
Cabo Verde,38293,350,37846
Malta,38117,462,36749
Mauritania,38001,806,36482
Guyana,36652,955,33367
Gabon,36587,262,29785
Papua New Guinea,32378,415,30269
Guinea,30715,387,29650
Belize,28899,534,26418
Tanzania,26196,725,N/A
Togo,26133,243,25806
Benin,24833,161,24546
Haiti,24543,708,20675
Somalia,22837,1313,11189
Seychelles,22633,122,22191
Bahamas,22572,665,21512
