region,cases,deaths,recovered
USA,37495391,637617,30157295
India,32249573,432110,31440221
Brazil,20364099,569218,19218630
Russia,6621601,171305,5899917
France,6476864,112753,5913459
UK,6295613,130979,4856841
Turkey,6078653,53159,5605004
Argentina,5084635,109041,4746994
Colombia,4867761,123459,4690855
Spain,4719266,82595,3986567
Iran,4467015,98483,3757157
Italy,4444338,128456,4187186
Indonesia,3871738,118833,3381884
Germany,3831239,92379,3682000
Mexico,3101266,248380,2436810
Poland,2885461,75299,2655441
South Africa,2613569,77440,2382809
Ukraine,2266329,53269,2197075
Peru,2133812,197393,N/A
Netherlands,1904128,17915,1770526
Iraq,1784594,19740,1605296
Philippines,1755846,30366,1618808
Czechia,1676297,30375,1643596
Chile,1629932,36420,1585995
Canada,1452900,26701,1408801
Bangladesh,1425861,24349,1301966
Malaysia,1424639,12784,1162578
Belgium,1149869,25287,1071747
Japan,1144546,15408,968380
Sweden,1110147,14621,1080006
Pakistan,1102079,24478,989013
Romania,1087509,34353,1049958
Portugal,1004470,17573,941593
Israel,943423,6673,886057
Thailand,928314,7734,709646
Hungary,810504,30041,768308
Jordan,784631,10222,762521
Morocco,763353,11119,673116
Switzerland,740954,10925,697064
Nepal,734838,10327,685140
Serbia,733332,7174,713808
UAE,702885,2003,681265
Kazakhstan,694476,7652,572034
Austria,669506,10757,649865
Tunisia,625688,21905,569736
Lebanon,583012,7976,541455
Greece,539337,13204,490694
Saudi Arabia,539129,8419,524061
Cuba,526837,4088,480650
Ecuador,493767,31870,443880
Georgia,484254,6436,425651
Bolivia,482428,18185,421980
Belarus,462197,3613,456193
Paraguay,456695,15439,432592
Panama,447824,6951,430318
Bulgaria,433234,18344,400156
Costa Rica,428295,5211,350100
Guatemala,413797,11189,361327
Kuwait,406883,2393,397867
Slovakia,393536,12544,380166
Uruguay,383292,6003,375858
Azerbaijan,369853,5170,339327
Croatia,367068,8285,357065
Sri Lanka,358608,6263,312057
Myanmar,356985,13445,275516
Dominican Republic,346459,3985,336348
Denmark,331736,2560,316180
Ireland,326188,5059,278272
Palestine,320411,3624,313264
Venezuela,319094,3799,305397
Honduras,316235,8373,104096
Oman,300408,3999,288702
Lithuania,290170,4452,273082
Ethiopia,289962,4489,265589
Egypt,285358,16619,234114
Libya,284618,3933,207164
Vietnam,275044,5774,102504
Bahrain,270919,1384,268422
Moldova,262044,6308,254026
Slovenia,261484,4433,254876
Armenia,234814,4702,222801
Qatar,229428,601,226158
S. Korea,225481,2167,196198
Kenya,221406,4350,203922
Bosnia and Herzegovina,207571,9711,192156
Zambia,202429,3538,196352
Algeria,187968,4830,126661
Mongolia,183652,880,176020
Nigeria,182503,2219,167132
Kyrgyzstan,172327,2451,163249
North Macedonia,162457,5560,150960
Afghanistan,152243,7031,107032
Norway,144758,809,88952
Uzbekistan,143918,981,136572
Latvia,140171,2563,136369
Mozambique,139038,1731,119559
Estonia,137155,1279,130582
Botswana,136758,1973,121987
Albania,136147,2466,130700
Namibia,122545,3285,115409
Zimbabwe,120088,4109,97323
Finland,117982,995,46000
Ghana,111232,930,104298
Cyprus,109253,461,90755
Montenegro,106493,1646,100532
Uganda,97124,2893,95217
El Salvador,90129,2794,77768
Cambodia,86041,1704,81202
Cameroon,82454,1338,80433
Rwanda,79702,959,45075
Maldives,79289,222,77373
Luxembourg,74690,828,73230
