region,cases,deaths,recovered
USA,31045099,563318,23513827
Brazil,12577354,314268,10969247
India,12148405,162502,11432029
France,4554683,94956,290810
Russia,4536820,98442,4155996
UK,4341736,126670,3835218
Italy,3561012,108879,2889301
Spain,3275819,75305,3042352
Turkey,3240577,31230,2975108
Germany,2800917,76664,2507900
Colombia,2389779,63079,2273909
Argentina,2322611,55611,2088256
Poland,2288826,52392,1848199
Mexico,2227842,201826,1765244
Iran,1875234,62569,1608807
Ukraine,1662942,32418,1307076
South Africa,1545979,52710,1472645
Peru,1533121,51635,1451112
Czechia,1523668,26222,1354424
Indonesia,1505775,40754,1342695
Netherlands,1264983,16509,N/A
Chile,989492,23107,924612
Canada,974924,22921,905814
Romania,946647,23409,845357
Belgium,872936,22921,56720
Iraq,844260,14286,755350
Israel,832574,6197,817698
Portugal,821104,16845,777503
Sweden,796445,13430,N/A
Philippines,741181,13191,603310
Pakistan,663200,14356,600278
Hungary,645733,20435,402964
Bangladesh,605937,8994,539880
Jordan,605007,6747,503952
Switzerland,598713,10310,544729
Serbia,595489,5270,498101
Austria,542542,9308,497816
Morocco,494756,8807,482585
Japan,470175,9086,443640
Lebanon,462339,6136,366639
UAE,459360,1492,443153
Saudi Arabia,389422,6663,377714
Slovakia,359330,9624,255300
Panama,354085,6103,343057
Malaysia,344018,1265,328554
Bulgaria,333250,12913,252473
Ecuador,327325,16780,281684
Belarus,320594,2237,310983
Georgia,281145,3773,272899
Nepal,277147,3030,272727
Bolivia,270347,12211,219389
Croatia,269009,5928,253459
Greece,260077,8017,219367
Azerbaijan,259476,3538,237338
Dominican Republic,252384,3317,211744
Tunisia,251169,8760,215920
Kazakhstan,243318,3029,218031
Palestine,240065,2614,213590
Ireland,235444,4681,23364
Kuwait,230821,1308,215250
Denmark,229902,2417,218246
Moldova,228370,4915,205759
Lithuania,215216,3566,198588
Costa Rica,215178,2931,191707
Slovenia,214045,4040,197420
Paraguay,210425,4113,172386
Ethiopia,202545,2825,155190
Egypt,200739,11914,153630
Guatemala,193556,6809,175896
Armenia,191491,3497,172605
Honduras,187975,4585,71988
Qatar,179184,289,163684
Bosnia and Herzegovina,167654,6519,129918
Nigeria,162641,2049,150466
Libya,158251,2658,146480
Oman,158056,1669,143398
Venezuela,157943,1577,146196
Bahrain,142669,515,133753
Myanmar,142412,3206,131793
Kenya,132646,2147,92290
North Macedonia,127240,3716,105524
Albania,124723,2227,90617
Algeria,116946,3084,81349
Estonia,105416,896,80092
S. Korea,102582,1729,94563
Latvia,101733,1893,92825
Uruguay,99584,928,79410
Norway,94622,661,80023
Sri Lanka,92303,566,88914
Montenegro,90832,1266,82946
Ghana,90287,740,87137
Kyrgyzstan,88276,1498,84723
Zambia,88199,1202,84519
Uzbekistan,82682,628,80799
Finland,76845,826,46000
Cuba,74212,421,69868
Mozambique,67197,764,55275
El Salvador,64431,2006,61640
Luxembourg,61255,743,56903
Singapore,60347,30,60138
Afghanistan,56454,2484,51473
Cameroon,47669,721,35261
Cyprus,44991,254,2057
Namibia,44051,520,41676
Ivory Coast,43422,239,39295
Uganda,40839,335,40448
Botswana,39848,568,36958
Jamaica,38848,587,17474
Senegal,38618,1049,37228
Zimbabwe,36839,1520,34617
Malawi,33505,1114,30038
Sudan,29825,2041,24079
Australia,29293,909,26277
Malta,28993,390,27704
Thailand,28821,94,27379
DRC,28076,743,25444
Madagascar,24264,403,21776
Maldives,23671,66,20839
Angola,22132,534,20380
Rwanda,21490,305,19860
Guinea,19793,125,16547
Mayotte,19408,161,2964
Gabon,19140,114,16311
Syria,18638,1247,12492
French Polynesia,18612,141,4842
Mauritania,17796,449,17038
Eswatini,17326,667,16427
Cabo Verde,17190,165,16160
French Guiana,16922,89,9995
Réunion,16586,115,14828
Tajikistan,13308,90,13218
Haiti,12736,251,10754
Burkina Faso,12702,145,12375
Belize,12415,317,12061
Andorra,11944,115,11276
Hong Kong,11462,205,11075
Guadeloupe,11298,165,2242
Somalia,11292,521,4795
Lesotho,10686,315,4471
Guyana,10182,229,8922
South Sudan,10119,108,9594
Togo,9992,107,7770
Mali,9921,384,6790
Congo,9681,135,8208
Aruba,9294,82,8608
Suriname,9104,177,8585
Bahamas,9000,188,7841
Mongolia,8070,6,4835
Trinidad and Tobago,7986,142,7599
Djibouti,7790,69,6380
Curaçao,7740,33,5159
Martinique,7710,49,98
Benin,7100,90,6452
Equatorial Guinea,6914,102,6495
Nicaragua,6629,177,4225
Iceland,6194,29,6056
Papua New Guinea,5620,56,846
Gambia,5420,164,5050
CAR,5088,64,4957
Niger,4987,185,4586
San Marino,4678,84,4089
Chad,4510,164,4110
Gibraltar,4274,94,4167
Saint Lucia,4202,58,4107
Seychelles,4135,22,3745
Yemen,4115,863,1657
Channel Islands,4046,86,3956
Sierra Leone,3970,79,2801
Comoros,3696,146,3525
Guinea-Bissau,3634,61,2940
Barbados,3634,41,3444
Eritrea,3279,9,3029
Burundi,2757,6,773
Liechtenstein,2664,56,2562
Vietnam,2594,35,2359
New Zealand,2495,26,2389
Cambodia,2378,11,1176
Turks and Caicos,2327,17,2203
Monaco,2265,28,2090
Sao Tome and Principe,2221,34,2082
Sint Maarten,2134,27,2073
Liberia,2042,85,1899
St. Vincent Grenadines,1739,10,1587
Saint Martin,1619,12,1399
Isle of Man,1566,29,1124
Caribbean Netherlands,1368,10,1003
Antigua and Barbuda,1136,28,820
Bermuda,1136,12,728
Taiwan,1024,10,981
Mauritius,996,10,643
Bhutan,872,1,867
St. Barth,775,1,462
Diamond Princess,712,13,699
Faeroe Islands,661,1,660
Timor-Leste,563,NA,181
Tanzania,509,21,183
Cayman Islands,499,2,462
Wallis and Futuna,392,4,44
Brunei,207,3,191
Dominica,161,NA,153
Grenada,155,1,152
British Virgin Islands,153,1,131
New Caledonia,121,NA,58
Fiji,67,2,64
Falkland Islands,54,NA,54
Laos,49,NA,45
Macao,48,NA,48
