region,cases,deaths,recovered
USA,34580198,621161,29072881
India,30502362,401068,29605779
Brazil,18687469,522068,16989351
France,5780648,111135,5626675
Russia,5585799,137262,5053417
Turkey,5435831,49829,5305856
UK,4855169,128189,4329769
Argentina,4512439,95382,4114096
Colombia,4297302,107723,3993651
Italy,4261582,127615,4086188
Spain,3833868,80911,3606789
Germany,3737611,91573,3627800
Iran,3232696,84516,2902140
Poland,2880107,75065,2652004
Mexico,2531229,233425,2007339
Indonesia,2256851,60027,1915147
Ukraine,2237202,52460,2170656
Peru,2060344,192902,N/A
South Africa,2019826,61332,1773930
Netherlands,1686766,17755,1636527
Czechia,1667796,30310,1636004
Chile,1562613,32809,1505708
Philippines,1430419,25063,1351691
Canada,1416317,26338,1383644
Iraq,1359836,17256,1255203
Sweden,1090880,14592,1062551
Belgium,1086508,25185,1036831
Romania,1080860,33898,1045351
Pakistan,961085,22379,906387
Bangladesh,930042,14778,825422
Portugal,884442,17108,831479
Israel,842371,6429,833727
Hungary,808197,29992,739561
Japan,801721,14802,770008
Malaysia,765949,5327,694538
Jordan,752395,9760,735907
Serbia,716717,7051,707844
Switzerland,703334,10894,685337
Austria,650662,10709,638167
Nepal,642053,9179,603600
UAE,636245,1825,614636
Lebanon,545226,7856,532988
Morocco,532994,9307,518641
Saudi Arabia,490464,7848,470328
Ecuador,461157,21623,423688
Bolivia,442884,16879,365531
Tunisia,432761,15179,358521
Kazakhstan,430928,4418,399279
Paraguay,426318,13127,375825
Greece,424165,12701,405651
Bulgaria,421983,18083,395282
Belarus,419330,3164,412128
Panama,406013,6560,386621
Slovakia,391696,12513,378786
Uruguay,371417,5642,352118
Costa Rica,371206,4686,296096
Georgia,368022,5335,353231
Kuwait,360406,1995,339604
Croatia,360067,8212,351311
Azerbaijan,336223,4977,330338
Dominican Republic,327561,3846,267985
Palestine,314409,3570,308413
Guatemala,298904,9350,266602
Denmark,294478,2536,288691
Egypt,281722,16215,212725
Lithuania,278863,4389,267903
Thailand,277151,2182,217499
Ethiopia,276323,4327,260737
Venezuela,275205,3154,256481
Ireland,273296,5000,257726
Oman,270504,3140,236988
Bahrain,266140,1356,262162
Honduras,265174,7059,92645
Sri Lanka,262795,3157,229541
Slovenia,257413,4419,252540
Moldova,256870,6194,249825
Armenia,225464,4521,217074
Qatar,222350,591,220100
Bosnia and Herzegovina,205047,9667,183663
Cuba,197253,1322,178441
Libya,194323,3205,178871
Kenya,185060,3651,126680
Nigeria,167732,2121,164369
Myanmar,161210,3364,137415
Zambia,160613,2341,137819
S. Korea,159342,2025,149132
North Macedonia,155700,5486,150067
Algeria,140550,3735,97701
Latvia,137600,2526,134243
Albania,132526,2456,130018
Norway,131749,794,88952
Estonia,131161,1269,127536
Kyrgyzstan,129232,2027,111934
Afghanistan,123485,5107,72700
Mongolia,122740,609,82933
Uzbekistan,112130,745,108404
Montenegro,100292,1613,98386
Finland,96180,973,46000
Ghana,95914,796,93444
Namibia,92869,1586,68710
Uganda,82082,1111,54158
Cameroon,80858,1324,78224
El Salvador,78766,2393,72572
Mozambique,78074,885,71491
Cyprus,76862,374,72681
Maldives,74074,213,70490
Botswana,71443,1158,66323
Luxembourg,70895,818,69726
Singapore,62606,36,62250
Cambodia,53298,696,46123
Zimbabwe,52663,1841,39568
Jamaica,50242,1082,30311
Ivory Coast,48378,315,47862
Senegal,43427,1170,41554
Madagascar,42264,918,40679
DRC,41771,937,28431
Rwanda,40798,453,27272
Angola,39089,906,33375
Sudan,36709,2760,30543
Malawi,36573,1202,33242
Trinidad and Tobago,33153,866,25554
Cabo Verde,32666,287,31757
Australia,30734,910,29405
Malta,30633,420,30161
Réunion,30583,237,28585
French Guiana,27730,148,9995
Syria,25586,1882,21838
Gabon,25076,159,24784
Guinea,23807,172,22528
Suriname,22063,539,18000
Mauritania,20977,489,19843
Guyana,20231,477,18194
Mayotte,19405,174,2964
Eswatini,19084,678,18107
French Polynesia,19011,142,18855
Haiti,18844,447,12889
Vietnam,18360,84,7395
Papua New Guinea,17098,173,16518
Guadeloupe,17028,230,2250
Seychelles,15857,71,14651
Taiwan,14991,686,11853
