region,cases,deaths,recovered
USA,104798718,1140345,102083745
India,44684274,530753,44151703
France,39570475,164622,39333599
Germany,37928944,166875,37545700
Brazil,36953492,697762,36083958
Japan,32990844,70923,21644968
S. Korea,30369744,33758,30073616
Italy,25519067,187551,25135458
UK,24315983,205540,24054694
Russia,22093549,395616,21449598
Turkey,17042722,101492,N/A
Spain,13748918,118976,13578453
Vietnam,11526754,43186,10614710
Australia,11330342,19070,11294919
Argentina,10042136,130448,9902261
Taiwan,9842257,17193,9367837
Netherlands,8586372,22992,8554864
Iran,7565865,144788,7338377
Mexico,7400848,332580,6640822
Indonesia,6733215,160873,6568318
Poland,6392257,118785,5335940
Colombia,6358068,142576,6181914
Austria,5837337,21795,5774124
Greece,5831467,35957,5672344
Portugal,5566314,26103,5536155
Ukraine,5376812,111131,5258557
Chile,5140809,64015,5073541
Malaysia,5039850,36953,4993543
Israel,4792175,12242,4775423
DPRK,4772813,74,4772739
Thailand,4727628,33894,4692636
Belgium,4700949,33616,4653325
Czechia,4596830,42358,4548434
Canada,4571053,50863,4474153
Peru,4483729,219269,4262021
Switzerland,4408833,14452,4370125
Philippines,4074821,65968,3999766
South Africa,4059348,102595,3912506
Romania,3331005,67650,3254998
Denmark,3174267,8209,3165041
Hong Kong,2881389,13425,2768159
Sweden,2696168,23534,2667251
Serbia,2481396,17744,2450229
Iraq,2465545,25375,2439497
Singapore,2222006,1722,2149583
New Zealand,2199579,3839,2189031
Hungary,2193272,48707,2140795
Bangladesh,2037688,29445,1997504
Slovakia,1861704,20986,1839836
Georgia,1818861,16941,1776548
Jordan,1746997,14122,1731007
Ireland,1701617,8602,1690300
Pakistan,1576552,30640,1538689
Norway,1478395,5112,1472603
Finland,1460857,8821,1450413
Kazakhstan,1406778,13695,1383020
Slovenia,1324306,7064,1314256
Lithuania,1300592,9561,1285552
Bulgaria,1295958,38195,1255101
Morocco,1272344,16296,1255996
Croatia,1268287,17932,1249912
Guatemala,1231988,20151,1210314
Lebanon,1230268,10805,1087587
Bolivia,1191172,22355,1152843
Costa Rica,1190377,9181,860711
Tunisia,1150477,29312,N/A
Cuba,1112525,8530,1103913
Ecuador,1052007,35942,1015297
UAE,1050402,2348,1033751
Uruguay,1033265,7614,1024935
Panama,1030658,8600,1021441
Mongolia,1007890,2179,1005690
Nepal,1001118,12020,989092
Belarus,994037,7118,985592
Latvia,975683,6226,969075
Saudi Arabia,828662,9595,816079
Azerbaijan,828251,10099,818007
Paraguay,806790,19843,N/A
Bahrain,700835,1544,698541
Sri Lanka,672015,16829,655181
Kuwait,662858,2570,660237
Dominican Republic,660429,4384,644785
Cyprus,645515,1293,639436
Myanmar,633870,19490,614345
Palestine,621008,5404,615445
Estonia,614526,2926,524990
Moldova,599578,11957,504142
Venezuela,551804,5851,545539
Egypt,515698,24613,442182
Libya,507170,6437,500729
Ethiopia,499794,7572,487016
Qatar,492966,686,492049
Réunion,486588,921,418572
Honduras,470940,11104,N/A
Armenia,446332,8719,435162
Bosnia and Herzegovina,401472,16261,379084
Oman,399449,4628,384669
North Macedonia,346533,9641,336744
Kenya,342849,5688,337129
Zambia,342317,4051,337226
Albania,334264,3595,329030
Botswana,329595,2801,326546
Luxembourg,297757,1133,288991
Montenegro,287070,2799,283727
Brunei,276825,225,243601
Algeria,271409,6881,182771
Nigeria,266463,3155,259850
Zimbabwe,263083,5659,255970
Uzbekistan,250799,1637,241486
Mozambique,232819,2237,228805
Martinique,229687,1097,N/A
Laos,218000,758,N/A
Afghanistan,209036,7896,189009
Iceland,208839,229,N/A
Kyrgyzstan,206611,2991,196406
El Salvador,201785,4230,179410
Guadeloupe,201704,1010,N/A
Trinidad and Tobago,188199,4331,183687
Maldives,185723,311,163687
Ghana,171152,1462,169678
Namibia,171059,4090,166592
Uganda,170464,3630,100431
Jamaica,153905,3488,102268
Cambodia,138705,3056,135642
Rwanda,133148,1468,131601
Cameroon,123993,1965,118616
Malta,117166,826,115735
Barbados,106434,573,105850
Angola,105184,1931,103216
Channel Islands,101205,227,100878
French Guiana,98041,420,11254
DRC,95646,1464,84282
Senegal,88906,1971,86933
Malawi,88600,2686,85385
Ivory Coast,88064,834,87190
Suriname,82227,1400,N/A
New Caledonia,79845,314,79526
French Polynesia,77957,649,N/A
Eswatini,74158,1423,72716
Guyana,73032,1297,71646
Belize,70721,688,70011
Fiji,68864,883,66826
Madagascar,67849,1421,66423
Sudan,63775,5011,58333
