region,cases,deaths,recovered
USA,29537397,533889,20095080
India,11190651,157689,10851094
Brazil,10796506,261188,9637020
Russia,4301159,88285,3885321
UK,4201358,124025,3096564
France,3835595,87835,262690
Spain,3142358,70501,2722304
Italy,3023129,99271,2467388
Turkey,2757460,28901,2608848
Germany,2490890,72204,2292100
Colombia,2266211,60189,2164438
Argentina,2133963,52644,1928377
Mexico,2112508,188866,1655549
Poland,1766490,44912,1459564
Iran,1673470,60512,1428008
South Africa,1517666,50462,1436010
Ukraine,1384917,26763,1191022
Indonesia,1368069,37026,1182687
Peru,1349847,47306,1250047
Czechia,1299002,21325,1115172
Netherlands,1110213,15762,N/A
Canada,878391,22151,826337
Chile,845450,20928,796791
Romania,820931,20785,752234
Portugal,808405,16486,728659
Israel,796465,5834,750661
Belgium,780251,22196,53027
Iraq,719121,13537,653149
Sweden,684961,13003,N/A
Philippines,587704,12423,535207
Pakistan,587014,13128,556769
Switzerland,562290,10041,518582
Bangladesh,549184,8441,501144
Morocco,485567,8673,471410
Serbia,478878,4525,400347
Austria,470314,8669,439101
Hungary,452547,15619,331557
Japan,436728,8119,416024
Jordan,417934,4862,358848
UAE,405277,1296,389304
Lebanon,390070,4971,304191
Saudi Arabia,379092,6519,369922
Panama,343281,5895,329709
Slovakia,319582,7665,255300
Malaysia,310097,1159,286904
Belarus,293103,2020,283508
Ecuador,291070,15997,247898
Nepal,274488,3010,270683
Georgia,272262,3563,266253
Bulgaria,255381,10506,210638
Bolivia,252360,11761,195705
Croatia,245462,5570,236283
Dominican Republic,242087,3150,195594
Azerbaijan,236012,3235,229442
Tunisia,235643,8106,200984
Ireland,222169,4405,23364
Kazakhstan,216467,2791,200440
Denmark,213932,2377,204483
Costa Rica,206293,2829,186093
Greece,201677,6664,172321
Lithuania,201335,3303,187162
Kuwait,198110,1113,184239
Slovenia,194165,3882,179414
Palestine,193029,2110,172588
Moldova,192985,4071,169623
Egypt,184755,10871,142610
Guatemala,177716,6455,164067
Armenia,173749,3215,164463
Honduras,172577,4231,67630
Qatar,166015,261,155407
Paraguay,164310,3256,137368
Ethiopia,164073,2404,137431
Nigeria,157671,1951,136335
Oman,142896,1583,133491
Myanmar,142000,3200,131571
Venezuela,140960,1364,133034
Libya,137482,2236,124712
Bosnia and Herzegovina,135513,5228,117885
Bahrain,124857,462,117656
Algeria,113761,3002,78672
Albania,111301,1897,73610
Kenya,107329,1870,87099
North Macedonia,106110,3176,94275
S. Korea,91638,1627,82560
Latvia,89414,1680,78507
Kyrgyzstan,86451,1470,83424
Ghana,85239,629,79465
Sri Lanka,84792,489,81321
Zambia,81341,1113,77081
Uzbekistan,80081,622,78722
Montenegro,78634,1048,68683
Norway,74037,632,66014
Estonia,72144,637,54126
Mozambique,61529,680,45884
Uruguay,60945,631,52612
Finland,60904,767,46000
El Salvador,60800,1894,56807
Singapore,60007,29,59870
Luxembourg,56110,647,52445
Afghanistan,55933,2449,49362
Cuba,54085,341,49137
Uganda,40452,334,15065
Namibia,39676,437,37259
Zimbabwe,36223,1483,33632
Cyprus,36004,232,2057
Cameroon,35714,551,32594
Senegal,35468,903,30181
Ivory Coast,33976,196,32245
Malawi,32283,1058,20582
Botswana,31746,359,26760
Australia,29021,909,26189
Sudan,28545,1895,23084
DRC,26340,711,20601
Thailand,26241,85,25641
Jamaica,24776,443,14012
Malta,23871,328,20291
Angola,20981,511,19553
Maldives,20565,64,17836
Madagascar,19831,297,19296
Rwanda,19334,266,17682
French Polynesia,18459,140,4842
Mayotte,18054,112,2964
Mauritania,17267,442,16633
Eswatini,17129,654,15039
French Guiana,16627,85,9995
Guinea,16420,93,15091
Syria,15815,1050,10123
Cabo Verde,15621,152,14959
Gabon,15254,88,13495
Tajikistan,13308,90,13218
Réunion,13125,59,11956
Haiti,12536,250,9828
