region,cases,deaths,recovered
USA,100156325,1102439,97708517
India,44670017,530553,44130380
France,37334635,158163,36651454
Germany,36205405,156613,35347400
Brazil,35039614,688958,34167667
S. Korea,26512754,29990,25585742
Italy,24031538,180518,23398125
UK,23977637,196241,23684633
Japan,23694063,48159,20606963
Russia,21531012,391395,20939481
Turkey,16976729,101327,16875402
Spain,13573721,115641,13357848
Vietnam,11511178,43169,10606746
Australia,10555312,15980,10364130
Argentina,9721718,130011,9587535
Netherlands,8534144,22892,8468177
Taiwan,8146790,13907,7676244
Iran,7559258,144625,7334661
Mexico,7118933,330444,6390444
Indonesia,6603195,159348,6381119
Poland,6348771,118274,5335940
Colombia,6312657,141881,6139728
Portugal,5537108,25395,5488178
Austria,5510919,21134,5449374
Ukraine,5329536,110403,5192871
Greece,5306482,34024,5216264
Malaysia,4965666,36593,4901917
Chile,4871851,62165,4791109
DPRK,4772813,74,4772739
Israel,4704018,11810,4682490
Thailand,4698373,33037,4649509
Belgium,4627186,33021,4566717
Canada,4377070,47118,4267600
Switzerland,4276830,14290,4175345
Peru,4184191,217229,3944399
Czechia,4167817,41751,4123196
South Africa,4037221,102371,3912506
Philippines,4024956,64468,3941624
Romania,3294065,67253,3221435
Denmark,3143261,7470,3131280
Sweden,2622790,20896,2587941
Iraq,2462317,25361,2436308
Serbia,2417270,17343,2387810
Hungary,2157995,48184,2091278
Singapore,2152368,1699,2074796
Bangladesh,2036343,29430,1984604
Hong Kong,2028945,10586,1816283
New Zealand,1894029,3199,1870321
Slovakia,1854940,20709,1832761
Georgia,1785138,16912,1637293
Jordan,1746997,14122,1731007
Ireland,1675725,8061,1662927
Pakistan,1574868,30630,1538689
Norway,1467328,4325,1460913
Kazakhstan,1395699,13693,1380356
Finland,1384654,7173,1340909
Bulgaria,1285113,37996,1239615
Lithuania,1273009,9415,1258619
Morocco,1267266,16283,1250112
Croatia,1251199,17254,1232195
Slovenia,1247372,6909,1230806
Lebanon,1219993,10726,1087587
Guatemala,1147699,19936,1125904
Tunisia,1146799,29266,N/A
Costa Rica,1143597,9031,860711
Cuba,1111337,8530,1102736
Bolivia,1110064,22244,1076110
UAE,1042340,2348,1021467
Ecuador,1009388,35935,972726
Nepal,1000849,12019,988398
Belarus,994037,7118,985592
Panama,992623,8515,982514
Uruguay,992035,7529,983697
Mongolia,989320,2179,983266
Latvia,959019,6083,947777
Saudi Arabia,825029,9446,812312
Azerbaijan,823923,9972,813721
Paraguay,718071,19611,698317
Bahrain,694602,1532,691354
Sri Lanka,671497,16791,654616
Kuwait,662359,2569,659512
Dominican Republic,647205,4384,642571
Myanmar,632987,19487,607308
Palestine,620816,5404,614962
Cyprus,610023,1218,597900
Estonia,608269,2757,524990
Moldova,594441,11906,504142
Venezuela,546733,5825,540160
Egypt,515645,24613,442182
Libya,507070,6437,500594
Ethiopia,494300,7572,472209
Qatar,475479,684,473212
Réunion,475195,902,418572
Honduras,457508,11043,N/A
Armenia,445513,8709,434599
Bosnia and Herzegovina,400336,16190,378170
Oman,399027,4260,384669
North Macedonia,344531,9567,334335
Kenya,340975,5684,334309
Zambia,333685,4017,329652
Albania,333246,3593,328055
Botswana,326344,2790,322955
Luxembourg,297757,1133,288991
Montenegro,283488,2789,280456
Algeria,271011,6881,182519
Nigeria,266242,3155,259555
Zimbabwe,257893,5606,251904
Uzbekistan,245246,1637,241486
Brunei,241044,225,222140
Mozambique,230543,2224,228216
Martinique,223877,1057,N/A
Laos,216460,758,N/A
Iceland,207003,219,N/A
Kyrgyzstan,206483,2991,196406
Afghanistan,205039,7831,181733
El Salvador,201785,4230,179410
Guadeloupe,197105,993,N/A
Maldives,185549,311,163687
Trinidad and Tobago,185094,4263,180644
Ghana,170972,1461,169440
Namibia,169946,4080,165826
Uganda,169663,3630,100431
Jamaica,151931,3320,99392
Cambodia,138019,3056,134940
Rwanda,132643,1467,131112
Cameroon,123993,1965,118616
Malta,115681,808,114242
Barbados,103545,564,102435
Angola,103131,1917,101155
Channel Islands,95255,207,94593
French Guiana,94729,411,11254
DRC,93837,1452,83590
Senegal,88842,1968,86833
Malawi,88073,2685,84993
Ivory Coast,87864,829,87024
Suriname,81228,1392,N/A
French Polynesia,76827,649,N/A
New Caledonia,74682,314,74085
Eswatini,73708,1422,72161
Guyana,71522,1281,70175
Belize,68988,687,68291
Fiji,68307,878,66351
Madagascar,66859,1411,65340
Sudan,63595,4981,57814
Mauritania,63418,997,62407
Cabo Verde,62783,410,62193
Bhutan,62460,21,61564
Syria,57386,3163,54216
Burundi,50639,38,50418
Seychelles,49380,171,48626
Gabon,48972,306,48491
Andorra,46824,156,46457
Papua New Guinea,45819,668,43982
Curaçao,45536,294,44720
Aruba,43494,235,42438
Mauritius,40801,1031,39079
Mayotte,40612,187,N/A
Tanzania,40311,845,N/A
Togo,39321,290,39023
