region,cases,deaths,recovered
USA,67229678,874016,43124377
India,37602832,486784,35378872
Brazil,23074791,621166,21710831
UK,15305410,152075,11497602
France,14274528,127263,9199291
Russia,10834260,321990,9878371
Turkey,10522099,84920,9737610
Italy,8790302,141391,6093633
Spain,8424503,90993,5331175
Germany,8045348,116411,7000000
Argentina,7094865,118040,6081081
Iran,6224196,132095,6066819
Colombia,5543796,130996,5220543
Mexico,4368314,301410,3443884
Poland,4323482,102309,3800051
Indonesia,4272421,144174,4119472
Ukraine,3759530,98361,3556162
Netherlands,3611351,21158,2945589
South Africa,3560921,93451,3375859
Philippines,3242374,52929,2898507
Malaysia,2810689,31808,2738262
Canada,2779129,31629,2425324
Czechia,2603766,36874,2437680
Peru,2562534,203376,N/A
Belgium,2410731,28612,1961548
Thailand,2331414,21941,2227266
Iraq,2118779,24252,2070472
Vietnam,2023546,35609,1727290
Romania,1911546,59257,1776122
Portugal,1906891,19334,1556399
Chile,1885540,39426,1751130
Japan,1879839,18433,1735909
Australia,1801101,2699,663745
Israel,1792137,8318,1530716
Switzerland,1726949,12596,1170390
Greece,1679705,22087,1366325
Bangladesh,1624387,28154,1553320
Sweden,1560363,15470,1239536
Austria,1459306,13922,1304003
Serbia,1449192,13098,1284076
Hungary,1348233,40507,1169775
Pakistan,1328487,29019,1263791
Denmark,1120943,3505,819532
Ireland,1109818,6035,645441
Jordan,1106006,13004,1062642
Kazakhstan,1061432,13081,972495
Morocco,1051830,14994,979268
Cuba,1002499,8341,976656
Georgia,999343,14481,931507
Slovakia,880671,17352,828637
Nepal,859485,11623,816985
Lebanon,826279,9397,682977
Bulgaria,820608,32086,637045
Croatia,818832,13157,757234
UAE,808237,2195,761213
Tunisia,788012,25803,704030
Bolivia,749070,20238,590186
Belarus,717034,5836,709926
S. Korea,696032,6333,584537
Guatemala,653171,16176,612914
Azerbaijan,626085,8529,608777
Saudi Arabia,620935,8908,569296
Ecuador,614032,34219,N/A
Costa Rica,609882,7406,564198
Sri Lanka,597035,15218,568373
Panama,574856,7520,510371
Lithuania,570602,7660,516839
Slovenia,538325,5705,461848
Myanmar,533245,19304,511333
Uruguay,512841,6243,425044
Norway,512393,1381,88952
Dominican Republic,504914,4269,462779
Paraguay,501189,16821,451120
Kuwait,470478,2477,424645
Ethiopia,458203,7162,375353
Venezuela,455023,5380,438541
Palestine,446206,4758,435791
Mongolia,409215,2086,313256
Egypt,400076,22148,333529
Libya,398055,5853,385075
Finland,393352,1753,46000
Moldova,390742,10452,367199
Honduras,384077,10454,126927
Armenia,347785,8020,333655
Kenya,317857,5499,285627
Bosnia and Herzegovina,317692,13841,192218
Oman,313538,4122,302522
Bahrain,310906,1398,288323
Latvia,305354,4734,272442
Qatar,303240,627,260896
Zambia,296817,3866,279322
Singapore,293014,843,284580
Estonia,269199,1984,236083
Nigeria,250929,3103,224052
North Macedonia,245398,8115,220886
Botswana,237678,2514,226828
Albania,233654,3271,209455
Cyprus,228881,684,124370
Zimbabwe,226078,5247,207102
Algeria,226057,6412,154790
Mozambique,219081,2127,180990
Uzbekistan,206122,1518,199193
Montenegro,204862,2479,189450
Kyrgyzstan,190468,2833,181072
Afghanistan,158826,7381,145987
Uganda,158676,3424,98957
Namibia,154536,3823,142813
Ghana,153514,1343,143151
Luxembourg,127765,938,104401
Rwanda,125568,1411,45522
Laos,125333,497,7660
El Salvador,123577,3834,116742
Cambodia,120825,3015,117118
Jamaica,113438,2536,67272
Cameroon,109666,1853,106050
Maldives,105001,265,97730
Réunion,102216,435,75943
Trinidad and Tobago,100994,3197,80981
Angola,93694,1863,83256
Senegal,82986,1909,75934
Malawi,82792,2474,65521
DRC,82306,1225,50930
Ivory Coast,79088,753,73648
Guadeloupe,73959,753,2250
French Guiana,69381,351,11254
Eswatini,67878,1363,65899
Malta,63998,506,53571
Suriname,63878,1213,49147
Fiji,59785,746,55236
Martinique,59583,795,104
Mauritania,55395,909,42625
Madagascar,55138,1169,50381
Cabo Verde,54367,376,51509
Guyana,51203,1095,39533
Sudan,50984,3358,40329
Syria,50710,2947,34597
Iceland,48482,44,38774
French Polynesia,47009,636,N/A
Gabon,45152,297,39532
Belize,40612,608,32429
Papua New Guinea,36446,596,35798
Burundi,36257,38,773
Togo,35950,261,28934
Channel Islands,35903,122,31548
Barbados,35373,269,29782
Guinea,35202,406,30929
Mayotte,33757,186,2964
Curaçao,32892,202,21287
