region,cases,deaths,recovered
USA,81867963,1008679,65841278
India,43029839,521446,42496369
Brazil,30012798,660381,28834486
France,26025500,142655,23615792
Germany,21769026,130713,17407700
UK,21359681,165780,19262871
Russia,17912157,369995,16997877
Turkey,14907378,98197,14584479
Italy,14877144,159909,13442930
S. Korea,14267401,17662,N/A
Spain,11551574,102541,10918903
Vietnam,9867045,42642,7843835
Argentina,9043098,128086,8870542
Netherlands,7921088,22023,6618380
Iran,7171165,140368,6890768
Japan,6735920,28327,6245827
Colombia,6086233,139670,5919385
Indonesia,6021642,155349,5776058
Poland,5970114,115345,5333600
Mexico,5666921,323235,4965840
Ukraine,4973738,108019,N/A
Australia,4785679,6436,4221386
Malaysia,4256469,35127,4041723
Israel,3957499,10554,3883123
Austria,3899660,16002,3607702
Belgium,3881523,30908,3561398
Czechia,3832289,39723,3740739
Thailand,3757575,25606,3481827
South Africa,3723639,100052,3612081
Philippines,3679761,59365,3585597
Portugal,3604114,21693,N/A
Peru,3548717,212354,N/A
Canada,3510206,37721,3304567
Switzerland,3490876,13715,2898714
Chile,3489913,56798,3112297
Greece,3096135,27746,2811268
Denmark,2921576,5777,2860108
Romania,2861426,65102,2606660
Sweden,2487852,18331,2440686
Iraq,2320526,25177,2284933
Serbia,1982193,15834,1934128
Bangladesh,1951831,29123,1884352
Hungary,1854198,45510,1709370
Slovakia,1726952,19440,1618069
Jordan,1689314,14003,1668852
Georgia,1649430,16758,1628643
Pakistan,1525775,30361,1486252
Ireland,1474374,6799,1312155
Norway,1410051,2518,N/A
Kazakhstan,1305214,13660,1290108
Hong Kong,1174560,8262,N/A
Morocco,1163561,16060,1146797
Bulgaria,1141859,36608,931682
Singapore,1113078,1283,1042087
Croatia,1102827,15619,1079582
Lebanon,1093267,10319,1064061
Cuba,1093166,8515,1081109
Tunisia,1035884,28323,N/A
Lithuania,1031739,8913,968021
Nepal,978507,11951,965714
Slovenia,974694,6505,931691
Belarus,965654,6849,928536
Bolivia,902497,21896,842596
Finland,901336,3252,46000
UAE,892470,2302,870614
Uruguay,890140,7169,877795
Ecuador,862321,35449,N/A
Costa Rica,839368,8308,815710
Guatemala,831149,17329,806258
Latvia,802887,5648,765542
Azerbaijan,792067,9697,782040
Panama,765337,8172,755057
Saudi Arabia,751180,9050,735401
New Zealand,717650,386,627504
Sri Lanka,662103,16485,637297
Paraguay,648353,18731,624673
