region,cases,deaths,recovered
USA,36780480,633799,29923320
India,31998158,428715,31180968
Brazil,20178143,563707,18939051
Russia,6491288,166442,5788710
France,6310933,112288,5777774
UK,6094243,130357,4667785
Turkey,5942271,52313,5511720
Argentina,5029075,107961,4681661
Colombia,4843007,122601,4656709
Spain,4627770,82125,3833188
Italy,4400617,128242,4157520
Iran,4199537,94603,3565575
Germany,3800048,92291,3669600
Indonesia,3686740,108571,3129661
Mexico,2978330,244690,2343552
Poland,2884361,75285,2654677
South Africa,2540222,75012,2308054
Ukraine,2260232,53124,2192592
Peru,2125848,197029,N/A
Netherlands,1887831,17871,1701249
Iraq,1722328,19270,1537740
Philippines,1676156,29220,1567920
Czechia,1675179,30369,1642574
Chile,1624316,36107,1580173
Canada,1442087,26678,1403357
Bangladesh,1365158,22897,1219859
Malaysia,1279776,10961,1041585
Belgium,1141379,25274,1068432
Sweden,1104538,14620,1078138
Romania,1085100,34319,1048620
Pakistan,1075504,24004,967073
Japan,1043625,15297,899124
Portugal,988061,17485,925842
Israel,908322,6559,866297
Hungary,810046,30037,759033
Thailand,795951,6588,578140
Jordan,778093,10135,755979
Switzerland,727113,10913,693449
Serbia,726454,7143,712095
Nepal,717486,10115,671083
Morocco,701325,10404,617411
UAE,694285,1978,671353
Austria,664133,10751,646937
Kazakhstan,649120,6973,533329
Tunisia,613628,21089,546614
Lebanon,572401,7948,538828
Saudi Arabia,534312,8345,515539
Greece,516785,13068,471967
Ecuador,491831,31788,443880
Bolivia,478671,18004,416535
Cuba,466169,3515,415852
Georgia,455846,6182,406475
Paraguay,455389,15315,428685
Belarus,454674,3541,448752
Panama,442818,6912,424712
Bulgaria,428823,18278,399110
Costa Rica,420462,5162,342399
Kuwait,403868,2372,393184
Slovakia,393160,12543,379865
Guatemala,391118,10808,343189
Uruguay,382607,5989,375077
Croatia,365089,8273,355714
Azerbaijan,352926,5072,335336
Dominican Republic,344625,3974,328689
Myanmar,333127,12014,249633
Sri Lanka,332947,5222,295518
Denmark,324721,2552,309949
Palestine,317999,3613,312486
Ireland,313876,5044,272272
Venezuela,313584,3719,299610
Honduras,309029,8202,103436
Oman,298942,3948,285664
Lithuania,286943,4433,271282
Egypt,284789,16582,233298
Ethiopia,284531,4430,264673
Bahrain,270161,1384,267772
Libya,269847,3750,200238
Moldova,260807,6286,253005
Slovenia,260372,4433,254349
Armenia,232610,4658,221590
Qatar,227899,601,225033
Vietnam,224894,3757,75920
S. Korea,213987,2134,187523
Kenya,212573,4179,197468
Bosnia and Herzegovina,206317,9694,191359
Zambia,200201,3491,193051
Algeria,182368,4578,122074
Nigeria,178508,2192,165982
Mongolia,175560,860,168749
Kyrgyzstan,169971,2413,159280
North Macedonia,158164,5509,150556
Afghanistan,151013,6999,103908
Norway,141333,804,88952
Latvia,139587,2561,135954
Uzbekistan,138382,941,131781
Estonia,135512,1277,129616
Albania,133981,2460,130439
Mozambique,133177,1628,107433
Botswana,130771,1832,111411
Namibia,121203,3196,99438
Zimbabwe,116853,3919,90210
Finland,112656,984,46000
Ghana,108226,874,100383
Cyprus,106428,444,90755
Montenegro,103932,1636,99556
Uganda,95875,2808,91028
El Salvador,88371,2742,76952
Cambodia,82898,1602,77037
Cameroon,82064,1334,80433
Maldives,78464,222,75660
Rwanda,76635,898,44994
Luxembourg,74395,825,72791
Senegal,68012,1495,51071
Singapore,65890,42,64062
Malawi,56135,1850,41314
Jamaica,55140,1231,47270
DRC,51985,1048,30189
Ivory Coast,51399,341,50205
Angola,43747,1053,40567
Madagascar,42781,948,42456
Trinidad and Tobago,40361,1139,33329
Réunion,40245,288,35563
Fiji,37846,327,12934
Sudan,37138,2776,30867
Australia,37013,943,30462
Malta,34902,428,33200
Cabo Verde,34078,298,33330
Eswatini,31738,874,23900
French Guiana,31099,195,9995
Mauritania,28438,609,24137
Guinea,27112,263,24838
Syria,26116,1922,22060
Suriname,26046,667,22275
Gabon,25487,165,25279
French Polynesia,23902,166,20432
Guadeloupe,23821,247,2250
Martinique,23029,129,104
Guyana,22992,561,21637
Haiti,20433,572,15424
Mayotte,19546,175,2964
Seychelles,18714,98,18161
Papua New Guinea,17774,192,17384
Togo,16946,161,14898
Somalia,15929,858,7783
Taiwan,15798,814,14357
Bahamas,15794,307,12869
Tajikistan,15720,122,15269
Andorra,14836,128,14444
Mali,14647,534,13996
Belize,14499,340,13684
Curaçao,14137,132,13443
Lesotho,13843,390,6685
Burkina Faso,13626,169,13407
Congo,13293,179,12421
Aruba,12529,111,11615
Hong Kong,12020,212,11728
Djibouti,11663,156,11499
Timor-Leste,11579,28,10129
CAR,11195,98,6859
South Sudan,11121,120,10514
Nicaragua,9853,196,4225
Channel Islands,9687,91,8992
Equatorial Guinea,8951,123,8757
Iceland,8900,30,7486
Laos,8876,8,4240
Burundi,8800,38,773
Benin,8608,110,8136
Gambia,8603,242,7536
Yemen,7187,1389,4355
Eritrea,6589,35,6492
Sierra Leone,6315,121,4313
Saint Lucia,5913,92,5468
Niger,5687,196,5401
Isle of Man,5587,33,4666
Liberia,5459,148,2715
San Marino,5194,90,5029
Gibraltar,5136,95,4792
Mauritius,5120,21,1854
Chad,4980,174,4798
Guinea-Bissau,4788,79,4185
Barbados,4480,48,4315
Comoros,4031,147,3875
Liechtenstein,3107,59,3025
Sint Maarten,3001,37,2706
Monaco,2992,33,2840
New Zealand,2902,26,2839
Saint Martin,2713,39,1399
Bermuda,2614,33,2510
Bhutan,2546,2,2485
British Virgin Islands,2532,37,2343
Turks and Caicos,2523,18,2440
Sao Tome and Principe,2475,37,2372
St. Vincent Grenadines,2299,12,2238
Caribbean Netherlands,1725,17,1673
Antigua and Barbuda,1348,43,1246
St. Barth,1336,2,462
Tanzania,1017,21,183
Faeroe Islands,987,2,963
Diamond Princess,712,13,699
Cayman Islands,646,2,639
