region,cases,deaths,recovered
USA,105742118,1150225,103382404
India,44692710,530790,44157297
France,39683382,165288,39443690
Germany,38283817,169460,37919700
Brazil,37145514,699634,36249161
Japan,33354244,73391,21706012
S. Korea,30672163,34148,30464747
Italy,25627473,188538,25294864
UK,24396534,207695,24143100
Russia,22467942,396734,21817461
Turkey,17042722,101492,N/A
Spain,13778467,119618,13624507
Vietnam,11527099,43186,10614835
Australia,11385534,19459,11332576
Taiwan,10206482,18656,9980131
Argentina,10044957,130472,9912836
Netherlands,8604733,22992,8564112
Iran,7575927,144993,7340279
Mexico,7496665,333257,6733227
Indonesia,6740404,160963,6575775
Poland,6466025,119101,5335940
Colombia,6360780,142639,6184346
Austria,5991584,22020,5921371
Greece,5910103,36372,5849649
Portugal,5571882,26302,5540012
Ukraine,5427360,111457,5277982
Chile,5218933,64353,5143327
Malaysia,5045192,36967,4998845
Israel,4807369,12342,4781252
DPRK,4772813,74,4772739
Belgium,4739365,33814,4671320
Thailand,4728304,33924,4692636
Czechia,4624266,42536,4571097
Canada,4609277,51624,4522489
Peru,4488611,219614,4266668
Switzerland,4394296,14452,4373995
Philippines,4078480,66245,4003004
South Africa,4069578,102595,3912506
Romania,3352356,67773,3272569
Denmark,3176453,8324,3167010
Hong Kong,2884131,13472,2866489
Sweden,2700231,23785,2673259
Serbia,2505902,17910,2472905
Iraq,2465545,25375,2439497
New Zealand,2239800,3944,2225733
Singapore,2234996,1722,2149583
Hungary,2197820,48775,2144382
Bangladesh,2037947,29445,1998448
Slovakia,1864447,21053,1842066
Georgia,1830021,16986,1776548
Jordan,1746997,14122,1731007
Ireland,1704502,8708,1693815
Pakistan,1577914,30645,1538689
Norway,1479832,5213,1473766
Finland,1464294,8990,1453053
Kazakhstan,1408973,13847,1383020
Slovenia,1334644,7084,1322005
Lithuania,1310045,9607,1294120
Bulgaria,1298125,38232,1256932
Morocco,1272526,16296,1256151
Croatia,1269687,18006,1251200
Guatemala,1239652,20183,1218475
Lebanon,1233312,10848,1087587
Costa Rica,1214651,9266,860711
Bolivia,1194890,22367,1161946
Tunisia,1151333,29345,N/A
Cuba,1112685,8530,1104070
Ecuador,1057608,36015,1020563
UAE,1054423,2349,1036595
Uruguay,1035046,7619,1026854
Panama,1032237,8611,1022929
Mongolia,1007907,2179,1005718
Nepal,1001172,12020,989135
Belarus,994037,7118,985592
Latvia,976433,6259,969785
Saudi Arabia,831000,9623,817653
Azerbaijan,829076,10147,818672
Paraguay,808507,19880,N/A
Bahrain,712964,1555,708582
Sri Lanka,672048,16831,655208
Kuwait,664402,2570,660237
Dominican Republic,660848,4384,644785
Cyprus,652386,1335,645696
Myanmar,633975,19490,614459
Palestine,621008,5404,615445
Estonia,615735,2949,524990
Moldova,613974,12025,504142
Venezuela,552233,5854,546018
Egypt,515759,24613,442182
Libya,507201,6437,500750
Ethiopia,500212,7572,487404
Qatar,495856,688,494555
Réunion,486588,921,418572
Honduras,472340,11111,N/A
Armenia,447778,8733,435162
Bosnia and Herzegovina,401914,16289,379084
Oman,399449,4628,384669
North Macedonia,346852,9662,337068
Zambia,343344,4057,339113
Kenya,342943,5688,337225
Albania,334542,3598,329260
Botswana,329769,2801,326962
Luxembourg,297757,1133,288991
Montenegro,289186,2808,285737
Brunei,280790,225,243601
Algeria,271542,6881,182836
Nigeria,266641,3155,259938
Zimbabwe,264391,5672,258184
Uzbekistan,251430,1637,241486
Mozambique,233214,2242,228805
Martinique,229807,1098,N/A
Laos,218026,758,N/A
Afghanistan,209672,7896,191540
Iceland,209168,229,N/A
Kyrgyzstan,206740,2991,196406
Guadeloupe,201886,1010,N/A
El Salvador,201785,4230,179410
Trinidad and Tobago,190285,4361,185714
Maldives,185744,311,163687
Ghana,171288,1462,169781
Namibia,171208,4090,166776
Uganda,170558,3630,100431
Jamaica,154416,3514,102529
Cambodia,138720,3056,135661
Rwanda,133194,1468,131647
Cameroon,124605,1966,122434
Malta,117749,829,116248
Barbados,106798,579,106211
Angola,105298,1933,103342
Channel Islands,101530,228,101161
French Guiana,98041,420,11254
DRC,95815,1464,84379
Senegal,88933,1971,86947
