region,cases,deaths,recovered
USA,97095092,1075668,93240819
India,44500580,528165,43925239
France,34718132,154468,34204156
Brazil,34574765,684914,33612456
Germany,32452250,148299,31712600
S. Korea,24041825,27498,22674445
UK,23554519,189026,23273316
Italy,22048032,176209,21399974
Japan,20156992,42637,19023717
Russia,20113098,385429,19096666
Turkey,16829941,100979,16677245
Spain,13367647,113130,13163833
Vietnam,11441626,43130,10337137
Australia,10119203,14432,10019905
Argentina,9697763,129830,9525095
Netherlands,8396979,22613,8339951
Iran,7539698,144199,7316444
Mexico,7059348,329761,6321863
Indonesia,6394340,157787,6204241
Colombia,6304317,141708,6131248
Poland,6213262,117252,5335955
Taiwan,5707688,10312,5076198
Portugal,5440953,24909,5351744
Ukraine,5072533,108885,4934749
Austria,4955082,19486,4877858
Malaysia,4805107,36280,4742488
Greece,4804982,32757,4742114
DPRK,4772813,74,4772739
Thailand,4668244,32557,4624207
Israel,4642530,11656,4622239
Chile,4563807,60776,4482606
Belgium,4497199,32575,4424385
Canada,4197701,44347,4072920
Peru,4126021,216125,3886555
Czechia,4059441,40910,4005079
Switzerland,4040280,14157,3972188
South Africa,4014405,102129,3905937
Philippines,3908295,62342,3820691
Romania,3241772,66856,3143453
Denmark,3098447,6982,3083706
Sweden,2573548,19974,2534574
Iraq,2458509,25348,2431657
Serbia,2315536,16822,2240837
Hungary,2058847,47367,1976808
Bangladesh,2015308,29334,1959037
Singapore,1859937,1602,1782583
Slovakia,1837272,20411,1813346
New Zealand,1760113,2836,1747189
Jordan,1742256,14114,1725175
Georgia,1735682,16889,1637293
Hong Kong,1659912,9810,1375443
Ireland,1659034,7829,1644061
Pakistan,1571098,30599,1534369
Norway,1460995,4004,1455657
Kazakhstan,1391645,13688,1362359
Finland,1271516,5768,1247231
Morocco,1264659,16276,1248161
Bulgaria,1248200,37646,1199130
Lithuania,1226685,9296,1201967
Croatia,1220490,16806,1199927
Lebanon,1212668,10646,1087587
Tunisia,1144824,29238,N/A
Slovenia,1143235,6794,1116244
Guatemala,1111043,19665,1087845
Cuba,1110894,8530,1102181
Bolivia,1106142,22217,1040961
Costa Rica,1066630,8893,860711
UAE,1020412,2342,1000082
Nepal,998870,12015,984584
Ecuador,998202,35876,958856
Belarus,994037,7118,985592
Panama,981822,8480,968108
Uruguay,981186,7455,971994
Mongolia,980442,2179,974572
Latvia,907831,5957,891237
Azerbaijan,817938,9857,805709
Saudi Arabia,814597,9317,801744
Paraguay,715806,19530,694789
Bahrain,673996,1518,670756
Sri Lanka,670444,16728,653426
Kuwait,657745,2563,654870
Dominican Republic,641677,4384,636343
Palestine,620371,5402,606702
Myanmar,616852,19442,594280
Estonia,598580,2657,524990
Cyprus,579899,1173,573565
Moldova,579110,11783,504142
Venezuela,543811,5809,536134
Egypt,515645,24613,442182
Libya,506898,6437,500447
Ethiopia,493340,7572,471716
Réunion,467816,879,418572
Honduras,455011,10989,N/A
Qatar,436820,682,431091
Armenia,436727,8662,423359
Oman,397846,4260,384669
Bosnia and Herzegovina,397296,16100,376007
North Macedonia,341404,9506,330866
Kenya,338295,5674,332521
Zambia,333229,4017,328965
Albania,331036,3584,324592
Botswana,325931,2786,322955
