region,cases,deaths,recovered
USA,46755750,765539,36621867
India,34259690,457772,33632999
Brazil,21793401,607462,20979324
UK,8979236,140392,7290633
Russia,8432546,236220,7302515
Turkey,7985944,70207,7435318
France,7153188,117649,6934898
Iran,5909402,125998,5481737
Argentina,5287447,115935,5152539
Spain,5011148,87368,4864318
Colombia,4999048,127225,4842692
Italy,4762563,132037,4551882
Germany,4577488,96176,4257800
Indonesia,4243215,143361,4087440
Mexico,3798286,287631,3159461
Poland,3008294,76875,2697544
South Africa,2921589,89151,2813781
Ukraine,2878674,66852,2421495
Philippines,2779943,42621,2686692
Malaysia,2460809,28832,2361919
Peru,2199036,200179,N/A
Netherlands,2115938,18384,1982976
Iraq,2053520,23111,1998559
Thailand,1893941,19070,1775570
Czechia,1752086,30705,1671709
Japan,1717980,18237,1695364
Canada,1710470,28929,1656122
Chile,1690735,37729,1638077
Romania,1628501,46911,1382322
Bangladesh,1569162,27854,1532966
Belgium,1351913,25976,1212412
Israel,1326742,8085,1308942
Pakistan,1271687,28431,1220105
Sweden,1171512,14991,1137851
Serbia,1131819,9826,995407
Portugal,1088977,18153,1039284
Cuba,950613,8223,937955
Morocco,945720,14660,926044
Kazakhstan,936084,12053,881124
Vietnam,910376,21966,816132
Switzerland,872556,11247,828031
Hungary,863419,30729,797910
Jordan,859796,11016,828528
Austria,819195,11333,768019
Nepal,811897,11388,790358
UAE,739736,2136,733903
Greece,734778,15856,678085
Tunisia,712318,25231,685712
Georgia,711255,9961,652505
Lebanon,640675,8488,615121
Guatemala,600419,14993,579018
Bulgaria,598199,23872,477530
Belarus,596191,4596,569188
Costa Rica,559698,7029,500425
Saudi Arabia,548530,8790,537502
Sri Lanka,539416,13706,512165
Azerbaijan,526920,7021,490789
Ecuador,515859,32958,443880
Bolivia,512460,18915,474543
Myanmar,498605,18644,464954
Slovakia,474595,13000,420732
Panama,472197,7314,462681
Croatia,462482,9168,429563
Paraguay,460974,16245,444443
Ireland,440665,5436,383229
Palestine,422981,4401,412909
Kuwait,412641,2461,409792
Venezuela,404387,4860,386910
Lithuania,403051,5800,357029
Uruguay,393454,6077,385215
Denmark,384580,2709,364764
Dominican Republic,380215,4126,369867
Honduras,375213,10236,115816
Ethiopia,364576,6437,339092
